id,district,count
0,,32
0,,32
0,,31
1,Cidade Alta,1
0,,31
1,Ribeira,1
0,,21
1,Barro Vermelho,2
2,Cidade Alta,1
3,Ribeira,8
0,Barro Vermelho,10
1,Cidade Alta,3
2,Ribeira,15
3,Tirol,4
0,,15
1,Barro Vermelho,7
2,Cidade Alta,1
3,Ribeira,9
0,,27
1,Barro Vermelho,3
2,Ribeira,2
0,Barro Vermelho,12
1,Cidade Alta,2
2,Lagoa Nova,3
3,Ribeira,14
4,Santos Reis,1
0,,9
1,Barro Vermelho,2
2,Cidade Alta,2
3,Lagoa Nova,1
4,Ribeira,14
5,Santos Reis,1
6,Tirol,3
0,,31
1,Ribeira,1
0,Barro Vermelho,9
1,Cidade Alta,3
2,Ribeira,19
3,Tirol,1
0,,5
1,Barro Vermelho,13
2,Cidade Alta,4
3,Lagoa Nova,1
4,Ribeira,7
5,Tirol,2
0,,31
1,Ribeira,1
0,Barro Vermelho,17
1,Cidade Alta,6
2,Lagoa Nova,2
3,Ribeira,4
4,Tirol,3
0,,5
1,Barro Vermelho,18
2,Cidade Alta,4
3,Lagoa Nova,2
4,Ribeira,2
5,Tirol,1
0,,32
0,,3
1,Barro Vermelho,18
2,Cidade Alta,5
3,Ribeira,4
4,Tirol,2
0,,1
1,Barro Vermelho,13
2,Cidade Alta,8
3,Lagoa Nova,1
4,Ribeira,6
5,Tirol,3
0,,32
0,,12
1,Barro Vermelho,12
2,Cidade Alta,4
3,Lagoa Nova,1
4,Ribeira,2
5,Tirol,1
0,Barro Vermelho,13
1,Cidade Alta,7
2,Lagoa Nova,5
3,Ribeira,3
4,Santos Reis,1
5,Tirol,3
0,,24
1,Barro Vermelho,3
2,Cidade Alta,3
3,Ribeira,1
4,Tirol,1
0,,19
1,Barro Vermelho,3
2,Cidade Alta,4
3,Ribeira,4
4,Tirol,2
0,Barro Vermelho,16
1,Cidade Alta,7
2,Lagoa Nova,2
3,Ribeira,6
4,Tirol,1
0,,17
1,Barro Vermelho,8
2,Cidade Alta,4
3,Lagoa Nova,1
4,Tirol,2
0,,27
1,Barro Vermelho,3
2,Cidade Alta,1
3,Tirol,1
0,Barro Vermelho,15
1,Cidade Alta,8
2,Ribeira,3
3,Tirol,6
0,,9
1,Barro Vermelho,11
2,Cidade Alta,4
3,Lagoa Nova,1
4,Ribeira,2
5,Tirol,5
0,,32
0,Barro Vermelho,15
1,Cidade Alta,3
2,Lagoa Nova,2
3,Ribeira,5
4,Santos Reis,1
5,Tirol,6
0,,4
1,Barro Vermelho,9
2,Cidade Alta,4
3,Lagoa Nova,2
4,Ribeira,3
5,Tirol,10
0,,32
0,,10
1,Barro Vermelho,10
2,Cidade Alta,2
3,Lagoa Nova,1
4,Ribeira,4
5,Santos Reis,2
6,Tirol,3
0,Barro Vermelho,12
1,Cidade Alta,4
2,Lagoa Nova,2
3,Ribeira,6
4,Tirol,8
0,,26
1,Barro Vermelho,1
2,Cidade Alta,1
3,Ribeira,2
4,Tirol,2
0,,21
1,Barro Vermelho,5
2,Cidade Alta,2
3,Lagoa Nova,1
4,Ribeira,2
5,Tirol,1
0,Barro Vermelho,9
1,Cidade Alta,5
2,Lagoa Nova,1
3,Ribeira,2
4,Santos Reis,1
5,Tirol,14
0,,15
1,Barro Vermelho,4
2,Cidade Alta,4
3,Ribeira,4
4,Tirol,5
0,,32
0,,2
1,Barro Vermelho,11
2,Cidade Alta,4
3,Lagoa Nova,2
4,Ribeira,8
5,Tirol,5
0,,2
1,Barro Vermelho,9
2,Cidade Alta,3
3,Ribeira,6
4,Santos Reis,1
5,Tirol,11
0,,32
0,,14
1,Barro Vermelho,8
2,Lagoa Nova,2
3,Ribeira,4
4,Tirol,4
0,Barro Vermelho,8
1,Cidade Alta,9
2,Lagoa Nova,1
3,Ribeira,6
4,Tirol,8
0,,22
1,Barro Vermelho,3
2,Cidade Alta,1
3,Ribeira,2
4,Tirol,4
0,,28
1,Barro Vermelho,3
2,Lagoa Nova,1
0,Barro Vermelho,9
1,Cidade Alta,4
2,Lagoa Nova,1
3,Ribeira,8
4,Tirol,10
0,,8
1,Barro Vermelho,5
2,Cidade Alta,1
3,Lagoa Nova,2
4,Ribeira,4
5,Santos Reis,1
6,Tirol,11
0,,32
0,,6
1,Barro Vermelho,9
2,Cidade Alta,3
3,Ribeira,8
4,Tirol,6
0,Barro Vermelho,9
1,Cidade Alta,1
2,Lagoa Nova,2
3,Ribeira,13
4,Tirol,7
0,,30
1,Barro Vermelho,1
2,Lagoa Nova,1
0,,15
1,Barro Vermelho,7
2,Cidade Alta,3
3,Lagoa Nova,1
4,Ribeira,4
5,Tirol,2
0,Barro Vermelho,8
1,Cidade Alta,5
2,Lagoa Nova,2
3,Ribeira,12
4,Tirol,5
0,,21
1,Barro Vermelho,3
2,Ribeira,3
3,Tirol,5
0,,23
1,Barro Vermelho,2
2,Cidade Alta,2
3,Ribeira,4
4,Tirol,1
0,Barro Vermelho,4
1,Cidade Alta,1
2,Lagoa Nova,6
3,Ribeira,16
4,Tirol,5
0,,13
1,Barro Vermelho,7
2,Cidade Alta,1
3,Lagoa Nova,2
4,Ribeira,5
5,Tirol,4
0,,28
1,Barro Vermelho,1
2,Cidade Alta,1
3,Tirol,2
0,Barro Vermelho,7
1,Cidade Alta,6
2,Lagoa Nova,2
3,Redinha,2
4,Ribeira,13
5,Tirol,2
0,,8
1,Barro Vermelho,7
2,Cidade Alta,1
3,Lagoa Nova,5
4,Ribeira,4
5,Tirol,7
0,,32
0,,8
1,Barro Vermelho,4
2,Cidade Alta,1
3,Lagoa Nova,6
4,Ribeira,6
5,Tirol,7
0,Barro Vermelho,6
1,Cidade Alta,4
2,Lagoa Nova,6
3,Ribeira,13
4,Tirol,3
0,,28
1,Barro Vermelho,1
2,Lagoa Nova,2
3,Ribeira,1
0,,8
1,Barro Vermelho,6
2,Cidade Alta,4
3,Lagoa Nova,4
4,Ribeira,7
5,Tirol,3
0,Barro Vermelho,6
1,Cidade Alta,1
2,Lagoa Nova,5
3,Redinha,1
4,Ribeira,10
5,Tirol,9
0,,28
1,Barro Vermelho,2
2,Lagoa Nova,2
0,,13
1,Barro Vermelho,6
2,Cidade Alta,1
3,Lagoa Nova,3
4,Ribeira,8
5,Tirol,1
0,Barro Vermelho,3
1,Cidade Alta,1
2,Lagoa Nova,9
3,Ribeira,18
4,Tirol,1
0,,23
1,Lagoa Nova,3
2,Ribeira,4
3,Tirol,2
0,,27
1,Ribeira,5
0,Barro Vermelho,4
1,Cidade Alta,1
2,Lagoa Nova,9
3,Ribeira,16
4,Tirol,2
0,,9
1,Barro Vermelho,3
2,Cidade Alta,1
3,Lagoa Nova,3
4,Ribeira,13
5,Tirol,3
0,,32
0,,7
1,Barro Vermelho,1
2,Cidade Alta,1
3,Lagoa Nova,5
4,Ribeira,15
5,Tirol,3
0,Barro Vermelho,6
1,Cidade Alta,1
2,Lagoa Nova,5
3,Redinha,1
4,Ribeira,17
5,Tirol,2
0,,29
1,Ribeira,3
0,,12
1,Lagoa Nova,5
2,Ribeira,14
3,Tirol,1
0,Barro Vermelho,6
1,Lagoa Nova,6
2,Ribeira,17
3,Tirol,3
0,,24
1,Barro Vermelho,2
2,Lagoa Nova,2
3,Ribeira,2
4,Tirol,2
0,,24
1,Ribeira,8
0,Barro Vermelho,4
1,Lagoa Nova,6
2,Ribeira,21
3,Tirol,1
0,,12
1,Barro Vermelho,2
2,Lagoa Nova,3
3,Ribeira,14
4,Tirol,1
0,,32
0,,1
1,Barro Vermelho,1
2,Lagoa Nova,6
3,Ribeira,21
4,Tirol,3
0,,3
1,Barro Vermelho,4
2,Lagoa Nova,6
3,Ribeira,19
0,,32
0,,11
1,Barro Vermelho,4
2,Cidade Alta,1
3,Lagoa Nova,5
4,Ribeira,11
0,Barro Vermelho,4
1,Cidade Alta,1
2,Lagoa Nova,1
3,Ribeira,23
4,Tirol,3
0,,25
1,Redinha,1
2,Ribeira,5
3,Tirol,1
0,,22
1,Barro Vermelho,5
2,Ribeira,4
3,Tirol,1
0,Barro Vermelho,3
1,Lagoa Nova,4
2,Ribeira,23
3,Tirol,2
0,,14
1,Barro Vermelho,5
2,Lagoa Nova,3
3,Ribeira,8
4,Santos Reis,1
5,Tirol,1
0,,32
0,Barro Vermelho,7
1,Lagoa Nova,3
2,Ribeira,21
3,Tirol,1
0,,4
1,Barro Vermelho,4
2,Lagoa Nova,4
3,Ribeira,16
4,Tirol,4
0,,32
0,,13
1,Barro Vermelho,1
2,Lagoa Nova,3
3,Ribeira,12
4,Tirol,3
0,Barro Vermelho,9
1,Lagoa Nova,5
2,Ribeira,15
3,Santos Reis,1
4,Tirol,2
0,,23
1,Barro Vermelho,2
2,Lagoa Nova,4
3,Ribeira,3
0,,21
1,Barro Vermelho,6
2,Lagoa Nova,2
3,Ribeira,3
0,Barro Vermelho,1
1,Lagoa Nova,6
2,Ribeira,21
3,Tirol,4
0,,15
1,Barro Vermelho,4
2,Cidade Alta,1
3,Lagoa Nova,2
4,Ribeira,10
0,,28
1,Barro Vermelho,1
2,Ribeira,3
0,Barro Vermelho,7
1,Lagoa Nova,3
2,Ribeira,20
3,Tirol,2
0,,8
1,Barro Vermelho,6
2,Lagoa Nova,4
3,Ribeira,11
4,Santos Reis,1
5,Tirol,2
0,,30
1,Ribeira,1
2,Tirol,1
0,Barro Vermelho,8
1,Cidade Alta,1
2,Ribeira,18
3,Tirol,5
0,,6
1,Barro Vermelho,5
2,Lagoa Nova,3
3,Ribeira,15
4,Tirol,3
0,,32
0,,1
1,Barro Vermelho,4
2,Cidade Alta,3
3,Lagoa Nova,4
4,Ribeira,17
5,Tirol,3
0,,3
1,Barro Vermelho,7
2,Lagoa Nova,5
3,Ribeira,13
4,Tirol,4
0,,32
0,,8
1,Barro Vermelho,6
2,Cidade Alta,1
3,Lagoa Nova,5
4,Ribeira,9
5,Tirol,3
0,Barro Vermelho,6
1,Cidade Alta,1
2,Lagoa Nova,9
3,Redinha,1
4,Ribeira,13
5,Tirol,2
0,,28
1,Lagoa Nova,2
2,Nova Descoberta,1
3,Tirol,1
0,,15
1,Barro Vermelho,1
2,Cidade Alta,1
3,Lagoa Nova,1
4,Nova Descoberta,1
5,Ribeira,10
6,Santos Reis,1
7,Tirol,2
0,Barro Vermelho,6
1,Cidade Alta,2
2,Lagoa Nova,5
3,Nova Descoberta,1
4,Ribeira,13
5,Tirol,5
0,,21
1,Barro Vermelho,3
2,Lagoa Nova,1
3,Nova Descoberta,3
4,Ribeira,4
0,,13
1,Barro Vermelho,4
2,Cidade Alta,3
3,Nova Descoberta,1
4,Ribeira,8
5,Tirol,3
0,Barro Vermelho,2
1,Cidade Alta,7
2,Lagoa Nova,3
3,Nova Descoberta,4
4,Ribeira,10
5,Tirol,6
0,,23
1,Lagoa Nova,1
2,Nova Descoberta,1
3,Ribeira,3
4,Tirol,4
0,,21
1,Barro Vermelho,1
2,Cidade Alta,1
3,Lagoa Nova,4
4,Ribeira,2
5,Tirol,3
0,Barro Vermelho,5
1,Cidade Alta,2
2,Lagoa Nova,3
3,Nova Descoberta,4
4,Ribeira,14
5,Tirol,4
0,,15
1,Barro Vermelho,1
2,Cidade Alta,6
3,Lagoa Nova,1
4,Redinha,1
5,Ribeira,6
6,Tirol,2
0,,24
1,Cidade Alta,1
2,Lagoa Nova,1
3,Ribeira,4
4,Santos Reis,1
5,Tirol,1
0,Barro Vermelho,1
1,Cidade Alta,6
2,Lagoa Nova,8
3,Ribeira,12
4,Tirol,5
0,,12
1,Barro Vermelho,2
2,Cidade Alta,2
3,Lagoa Nova,4
4,Lagoa Seca,2
5,Ribeira,7
6,Tirol,3
0,,32
0,Barro Vermelho,2
1,Cidade Alta,6
2,Lagoa Nova,5
3,Ribeira,14
4,Tirol,5
0,,4
1,Barro Vermelho,2
2,Cidade Alta,5
3,Lagoa Nova,2
4,Lagoa Seca,1
5,Petrópolis,1
6,Ribeira,11
7,Tirol,6
0,,32
0,,9
1,Lagoa Seca,4
2,Nova Descoberta,1
3,Ribeira,11
4,Tirol,7
0,Barro Vermelho,3
1,Cidade Alta,1
2,Lagoa Nova,1
3,Lagoa Seca,2
4,Nova Descoberta,1
5,Ribeira,17
6,Tirol,7
0,,27
1,Lagoa Nova,3
2,Ribeira,1
3,Tirol,1
0,,15
1,Cidade Alta,1
2,Nova Descoberta,3
3,Ribeira,9
4,Santos Reis,1
5,Tirol,3
0,Barro Vermelho,2
1,Cidade Alta,2
2,Lagoa Nova,5
3,Nova Descoberta,3
4,Petrópolis,1
5,Ribeira,15
6,Tirol,4
0,,14
1,Cidade Alta,1
2,Lagoa Nova,4
3,Ribeira,8
4,Santos Reis,1
5,Tirol,4
0,Barro Vermelho,2
1,Cidade Alta,2
2,Lagoa Nova,2
3,Nova Descoberta,2
4,Ribeira,13
5,Tirol,11
0,,4
1,Barro Vermelho,5
2,Cidade Alta,3
3,Lagoa Nova,3
4,Nova Descoberta,1
5,Ribeira,11
6,Tirol,5
0,Barro Vermelho,2
1,Cidade Alta,1
2,Lagoa Nova,6
3,Ribeira,15
4,Tirol,8
0,,11
1,Barro Vermelho,1
2,Cidade Alta,1
3,Lagoa Nova,1
4,Ribeira,8
5,Tirol,10
0,,15
1,Cidade Alta,1
2,Lagoa Nova,2
3,Nova Descoberta,2
4,Ribeira,8
5,Tirol,4
0,Barro Vermelho,1
1,Cidade Alta,2
2,Lagoa Nova,2
3,Ribeira,16
4,Tirol,11
0,,18
1,Barro Vermelho,1
2,Nova Descoberta,1
3,Ribeira,4
4,Santos Reis,1
5,Tirol,7
0,Barro Vermelho,3
1,Lagoa Nova,6
2,Nova Descoberta,6
3,Ribeira,8
4,Santos Reis,1
5,Tirol,8
0,Cidade Alta,1
1,Lagoa Nova,3
2,Nova Descoberta,1
3,Ribeira,15
4,Tirol,12
0,Cidade Alta,2
1,Lagoa Nova,2
2,Nova Descoberta,3
3,Ribeira,17
4,Tirol,8
0,,21
1,Lagoa Nova,1
2,Ribeira,3
3,Tirol,7
0,Lagoa Nova,4
1,Nova Descoberta,2
2,Ribeira,10
3,Tirol,16
0,,10
1,Cidade Alta,1
2,Ribeira,9
3,Santos Reis,1
4,Tirol,11
0,,1
1,Lagoa Nova,9
2,Ribeira,12
3,Tirol,10
0,,3
1,Lagoa Nova,4
2,Ribeira,13
3,Tirol,12
0,,15
1,Lagoa Nova,1
2,Ribeira,9
3,Rocas,1
4,Tirol,6
0,Lagoa Nova,5
1,Nova Descoberta,4
2,Ribeira,10
3,Tirol,13
0,,21
1,Nova Descoberta,1
2,Ribeira,6
3,Santos Reis,2
4,Tirol,2
0,,10
1,Cidade Alta,1
2,Nova Descoberta,3
3,Ribeira,7
4,Tirol,11
0,Lagoa Nova,5
1,Nova Descoberta,3
2,Ribeira,14
3,Rocas,1
4,Santos Reis,2
5,Tirol,7
0,,26
1,Lagoa Nova,2
2,Ribeira,3
3,Tirol,1
0,,4
1,Lagoa Nova,1
2,Nova Descoberta,3
3,Ribeira,7
4,Rocas,1
5,Tirol,16
0,Cidade Alta,1
1,Lagoa Nova,4
2,Ribeira,11
3,Rocas,1
4,Tirol,15
0,,32
0,,3
1,Lagoa Nova,6
2,Nova Descoberta,2
3,Ribeira,10
4,Santos Reis,1
5,Tirol,10
0,,1
1,Lagoa Nova,3
2,Nova Descoberta,1
3,Ribeira,12
4,Santos Reis,1
5,Tirol,14
0,,20
1,Lagoa Nova,3
2,Ribeira,2
3,Rocas,1
4,Tirol,6
0,Cidade Alta,1
1,Lagoa Nova,2
2,Nova Descoberta,2
3,Ribeira,13
4,Santos Reis,2
5,Tirol,12
0,,16
1,Lagoa Nova,3
2,Nova Descoberta,1
3,Ribeira,6
4,Tirol,6
0,,9
1,Lagoa Nova,1
2,Nova Descoberta,2
3,Ribeira,9
4,Tirol,11
0,Lagoa Nova,4
1,Nova Descoberta,4
2,Ribeira,10
3,Rocas,1
4,Santos Reis,1
5,Tirol,12
0,,27
1,Lagoa Nova,1
2,Ribeira,1
3,Tirol,3
0,,3
1,Cidade Alta,1
2,Lagoa Nova,7
3,Nova Descoberta,2
4,Ribeira,6
5,Rocas,1
6,Santos Reis,2
7,Tirol,10
0,,1
1,Cidade Alta,1
2,Lagoa Nova,5
3,Nova Descoberta,2
4,Ribeira,10
5,Rocas,1
6,Tirol,12
0,,32
0,Lagoa Nova,5
1,Nova Descoberta,1
2,Ribeira,14
3,Tirol,12
0,,4
1,Lagoa Nova,5
2,Nova Descoberta,2
3,Ribeira,12
4,Rocas,1
5,Santos Reis,1
6,Tirol,7
0,,25
1,Lagoa Nova,1
2,Ribeira,3
3,Tirol,3
0,Lagoa Nova,4
1,Nova Descoberta,4
2,Ribeira,8
3,Rocas,1
4,Santos Reis,1
5,Tirol,14
0,,11
1,Lagoa Nova,3
2,Nova Descoberta,4
3,Ribeira,4
4,Santos Reis,1
5,Tirol,9
0,,11
1,Cidade Alta,1
2,Lagoa Nova,4
3,Nova Descoberta,1
4,Ribeira,8
5,Tirol,7
0,Lagoa Nova,4
1,Petrópolis,1
2,Ribeira,14
3,Rocas,1
4,Santos Reis,1
5,Tirol,11
0,,25
1,Cidade Alta,1
2,Lagoa Nova,1
3,Ribeira,2
4,Tirol,3
0,,1
1,Cidade Alta,3
2,Lagoa Nova,5
3,Nova Descoberta,1
4,Petrópolis,3
5,Ribeira,8
6,Tirol,11
0,,3
1,Cidade Alta,3
2,Lagoa Nova,6
3,Nova Descoberta,2
4,Ribeira,12
5,Tirol,6
0,,4
1,Cidade Alta,1
2,Lagoa Nova,2
3,Nova Descoberta,2
4,Petrópolis,2
5,Ribeira,7
6,Rocas,2
7,Santos Reis,1
8,Tirol,11
0,Cidade Alta,3
1,Lagoa Nova,6
2,Ribeira,7
3,Rocas,1
4,Santos Reis,1
5,Tirol,14
0,,19
1,Lagoa Nova,1
2,Nova Descoberta,2
3,Ribeira,5
4,Santos Reis,1
5,Tirol,4
0,Cidade Alta,1
1,Lagoa Nova,3
2,Nova Descoberta,6
3,Petrópolis,2
4,Ribeira,4
5,Santos Reis,3
6,Tirol,13
0,,4
1,Lagoa Nova,3
2,Nova Descoberta,1
3,Petrópolis,2
4,Ribeira,12
5,Santos Reis,1
6,Tirol,9
0,Cidade Alta,5
1,Lagoa Nova,8
2,Nova Descoberta,1
3,Petrópolis,1
4,Ribeira,5
5,Tirol,12
0,,15
1,Lagoa Nova,4
2,Nova Descoberta,2
3,Ribeira,7
4,Rocas,1
5,Tirol,3
0,Cidade Alta,2
1,Lagoa Nova,2
2,Nova Descoberta,2
3,Ribeira,11
4,Rocas,2
5,Santos Reis,2
6,Tirol,11
0,,6
1,Cidade Alta,4
2,Lagoa Nova,8
3,Nova Descoberta,1
4,Petrópolis,1
5,Ribeira,6
6,Santos Reis,1
7,Tirol,5
0,Cidade Alta,10
1,Lagoa Nova,7
2,Nova Descoberta,2
3,Petrópolis,1
4,Ribeira,7
5,Tirol,5
0,Cidade Alta,1
1,Lagoa Nova,6
2,Nova Descoberta,1
3,Ribeira,6
4,Santos Reis,1
5,Tirol,17
0,,4
1,Cidade Alta,1
2,Lagoa Nova,5
3,Nova Descoberta,1
4,Petrópolis,1
5,Ribeira,3
6,Tirol,17
0,,2
1,Cidade Alta,1
2,Lagoa Nova,6
3,Nova Descoberta,3
4,Petrópolis,2
5,Ribeira,8
6,Rocas,1
7,Santos Reis,1
8,Tirol,8
0,,2
1,Cidade Alta,6
2,Lagoa Nova,5
3,Nova Descoberta,2
4,Petrópolis,1
5,Ribeira,7
6,Rocas,2
7,Tirol,7
0,,16
1,Cidade Alta,3
2,Lagoa Nova,4
3,Ribeira,3
4,Tirol,6
0,Cidade Alta,4
1,Lagoa Nova,8
2,Nova Descoberta,3
3,Petrópolis,1
4,Ribeira,5
5,Santos Reis,1
6,Tirol,10
0,,20
1,Cidade Alta,1
2,Lagoa Nova,3
3,Nova Descoberta,1
4,Petrópolis,1
5,Ribeira,2
6,Tirol,4
0,,3
1,Cidade Alta,3
2,Lagoa Nova,13
3,Nova Descoberta,3
4,Ribeira,2
5,Santos Reis,1
6,Tirol,7
0,,1
1,Cidade Alta,3
2,Lagoa Nova,9
3,Nova Descoberta,4
4,Ribeira,10
5,Tirol,5
0,,5
1,Cidade Alta,2
2,Lagoa Nova,9
3,Nova Descoberta,1
4,Ribeira,5
5,Rocas,1
6,Tirol,9
0,Cidade Alta,2
1,Lagoa Nova,8
2,Nova Descoberta,1
3,Petrópolis,2
4,Ribeira,6
5,Rocas,1
6,Tirol,12
0,,12
1,Lagoa Nova,8
2,Nova Descoberta,1
3,Ribeira,5
4,Rocas,1
5,Tirol,5
0,Cidade Alta,4
1,Lagoa Nova,7
2,Ribeira,4
3,Santos Reis,1
4,Tirol,16
0,,20
1,Cidade Alta,2
2,Lagoa Nova,3
3,Ribeira,1
4,Tirol,6
0,Cidade Alta,2
1,Lagoa Nova,9
2,Petrópolis,1
3,Ribeira,8
4,Tirol,12
0,,7
1,Cidade Alta,1
2,Lagoa Nova,5
3,Petrópolis,1
4,Ribeira,8
5,Tirol,10
